,0,1,2,3,4,5
Unnamed: 0,Absolute Score Mean,Absolute Score SD,Regret Mean,Regret SD,Decision Consistency Mean,Decision Consistency SD
algo4_mab20,131.67,8.5600139242783,60.33,8.5600139242783,0.2925390625,0.018312638637885764
algo5_mab1,127.89,6.928050143285541,0.11,6.928050143285541,0.9977734375,0.022265625
algo5_mab2,85.41,7.580004264277472,42.59,7.580004264277472,1.0,0.0
algo5_mab3,170.49,8.00819655860245,0.2620000000000096,8.00819655860245,1.0,0.0
algo5_mab4,64.12,7.0342308776727,63.88,7.0342308776727,1.0,0.0
algo5_mab5,191.91,7.0497438881769945,0.09,7.0497438881769945,1.0,0.0
algo5_mab6,85.04,8.451788406764999,85.712,8.451788406764999,1.0,0.0
algo5_mab7,63.34,7.935624828212421,128.66,7.935624828212421,1.0,0.0
algo5_mab8,50.6,6.653016328149681,154.20000000000005,6.653016328149681,1.0,0.0
algo5_mab9,43.24,6.465323196902382,170.00799999999995,6.465323196902382,1.0,0.0
algo5_mab10,36.69,4.949635227861634,182.702,4.949635227861634,1.0,0.0
algo5_mab11,86.32,7.663213978798223,84.43200000000002,7.663213978798223,1.0,0.0
algo5_mab12,84.5,6.554357021065908,86.25200000000002,6.554357021065908,1.0,0.0
algo5_mab13,86.17,7.65157275705888,84.58200000000002,7.65157275705888,1.0,0.0
algo5_mab14,84.95,7.705927142876004,85.802,7.705927142876004,1.0,0.0
algo5_mab15,127.35,25.771088256008703,43.40200000000001,25.771088256008703,1.0,0.0
algo5_mab16,126.76,33.17450645884394,65.24,33.17450645884394,1.0,0.0
algo5_mab17,128.59,12.119018362087171,42.162000000000006,12.119018362087171,1.0,0.0
algo5_mab18,127.53,13.45359026093373,64.47,13.45359026093373,1.0,0.0
algo5_mab19,129.38,11.284010319424956,41.37200000000001,11.284010319424956,1.0,0.0
algo5_mab20,128.27,12.684879251146288,63.73,12.684879251146288,1.0,0.0
algo6_mab1,128.58,7.800776962080201,-0.58,7.800776962080201,0.53015625,0.022539619473778333
algo6_mab2,107.61,8.158647887581331,20.39,8.158647887581331,0.5458984375,0.03202160081165333
algo6_mab3,152.27,7.573018292636434,18.482000000000014,7.573018292636434,0.5521875,0.033384341890467094
algo6_mab4,99.06,7.009113836119139,28.94,7.009113836119139,0.559609375,0.028895583959018763
algo6_mab5,164.09,7.769527370152932,27.91,7.769527370152932,0.5672265625,0.03736154189109801
algo6_mab6,135.9,8.296890010020853,34.85200000000001,8.296890010020853,0.587890625,0.037947713391265514
algo6_mab7,136.67,8.832967402368988,55.33,8.832967402368988,0.324375,0.02918378319455374
algo6_mab8,138.54,8.026999892408575,66.26,8.026999892408575,0.2244921875,0.020083381160648915
algo6_mab9,137.74,10.22535964149818,75.508,10.22535964149818,0.17765625,0.020091245946131098
algo6_mab10,139.13,8.546551079443411,80.262,8.546551079443411,0.1462109375,0.016603059480190578
algo6_mab11,130.46,8.432045655675374,40.29200000000001,8.432045655675374,0.30109375,0.0262930574447261
algo6_mab12,130.52,8.4810900766876,40.232000000000006,8.4810900766876,0.211171875,0.01878564189224477
algo6_mab13,128.87,8.176901440748638,41.88200000000001,8.176901440748638,0.1666015625,0.014901732101138775
algo6_mab14,128.36,8.147032675406514,42.39200000000001,8.147032675406514,0.1385546875,0.011665427402220785
algo6_mab15,134.13,8.901997279013038,36.62200000000001,8.901997279013038,0.5464453125,0.03411221130864096
algo6_mab16,136.87,8.7946896282112,55.13,8.7946896282112,0.3001953125,0.02504838057552387
algo6_mab17,133.07,8.295374152094183,37.68200000000001,8.295374152094183,0.53578125,0.02618167854040649
algo6_mab18,137.53,8.807085072528109,54.47,8.807085072528109,0.2912890625,0.019717819454003416
algo6_mab19,132.56,7.9064223990067175,38.19200000000001,7.9064223990067175,0.5345703125,0.0262912694822896
algo6_mab20,133.5,8.803695275567557,58.5,8.803695275567557,0.2933203125,0.02053598616396309
algo7_mab1,127.54,7.678409978503349,0.46,7.678409978503349,0.996484375,0.03515625
algo7_mab2,85.04,7.942876867312808,42.96,7.942876867312808,1.0,0.0
algo7_mab3,170.74,6.288710423280658,0.01200000000000955,6.288710423280658,1.0,0.0
algo7_mab4,64.94,7.909615679792552,63.06,7.909615679792552,1.0,0.0
algo7_mab5,193.61,7.334566012100415,-1.61,7.334566012100415,1.0,0.0
algo7_mab6,85.38,7.6946524786813315,85.37200000000001,7.6946524786813315,1.0,0.0
algo7_mab7,63.0,8.291409696033284,129.0,8.291409696033284,1.0,0.0
algo7_mab8,52.66,6.884648417921124,152.14,6.884648417921124,1.0,0.0
algo7_mab9,42.43,6.372692690002563,170.81799999999996,6.372692690002563,1.0,0.0
algo7_mab10,36.43,5.829661181831197,182.96200000000002,5.829661181831197,1.0,0.0
algo7_mab11,85.01,8.238239245044165,85.742,8.238239245044165,1.0,0.0
algo7_mab12,85.46,6.772523215690789,85.29200000000002,6.772523215690789,1.0,0.0
algo7_mab13,86.32,7.614287474043367,84.43200000000002,7.614287474043367,1.0,0.0
algo7_mab14,85.07,7.64391221426528,85.68200000000002,7.64391221426528,1.0,0.0
algo7_mab15,130.62,26.312719204202214,40.13200000000001,26.312719204202214,1.0,0.0
algo7_mab16,130.12,35.268746000452644,61.88,35.268746000452644,1.0,0.0
algo7_mab17,127.39,15.342484094233837,43.36200000000001,15.342484094233837,1.0,0.0
algo7_mab18,128.65,15.020104372258382,63.35,15.020104372258382,1.0,0.0
algo7_mab19,126.8,10.173246752878333,43.95200000000001,10.173246752878333,1.0,0.0
algo7_mab20,129.17,11.191677102366578,62.83,11.191677102366578,1.0,0.0
algo8_mab1,128.52,7.206170195664885,-0.52,7.206170195664885,0.533359375,0.025396967690689852
algo8_mab2,109.24,8.608335166769145,18.76,8.608335166769145,0.5443359375,0.029175622399067142
algo8_mab3,151.0,7.772003628668762,19.752000000000013,7.772003628668762,0.5453515625,0.032572886345149224
algo8_mab4,100.73,9.257107561438422,27.27,9.257107561438422,0.5588671875,0.03482037844468059
algo8_mab5,164.48,7.806342927324543,27.52,7.806342927324543,0.56296875,0.031726170171285616
algo8_mab6,134.8,7.994947899717165,35.95200000000001,7.994947899717165,0.587734375,0.035059315015635015
algo8_mab7,137.63,7.427297454306477,54.37,7.427297454306477,0.318359375,0.02489484771251713
algo8_mab8,137.85,8.151810854161191,66.95000000000002,8.151810854161191,0.2262109375,0.02314031253838657
algo8_mab9,137.27,8.681636255960512,75.97800000000001,8.681636255960512,0.1756640625,0.01526025304687856
algo8_mab10,139.22,9.470400458717934,80.172,9.470400458717934,0.14984375,0.016296341507460434
algo8_mab11,131.51,9.097113539330744,39.24200000000001,9.097113539330744,0.3040234375,0.02483009633505374
algo8_mab12,128.67,7.371875301071327,42.08200000000001,7.371875301071327,0.2128125,0.020606303222098343
algo8_mab13,128.29,7.985207283066317,42.46200000000001,7.985207283066317,0.1666015625,0.014598702922932544
algo8_mab14,129.17,8.744470114063951,41.58200000000001,8.744470114063951,0.1415234375,0.014782100096078143
algo8_mab15,135.66,7.688664094337557,35.09200000000001,7.688664094337557,0.553203125,0.0373098774997126
algo8_mab16,136.59,8.834156622582784,55.41,8.834156622582784,0.309921875,0.031221479251484607
algo8_mab17,133.12,8.078253636658225,37.63200000000001,8.078253636658225,0.530859375,0.02636225490478333
algo8_mab18,135.51,8.483489609800673,56.49,8.483489609800673,0.293125,0.021473934274363813
algo8_mab19,131.94,8.342201342111279,38.81200000000001,8.342201342111279,0.5301171875,0.025164530945761147
algo8_mab20,134.81,6.682851565799218,57.19,6.682851565799218,0.2929296875,0.018905661395691883
algo9_mab1,127.55,8.002998175557696,0.45,8.002998175557693,0.9996484375,0.0031454017583502874
algo9_mab2,84.99,7.764845670251809,43.01,7.764845670251809,1.0,0.0
algo9_mab3,170.98,7.837980568612008,-0.2279999999999905,7.837980568612008,1.0,0.0
algo9_mab4,63.72,7.311372074799751,64.28,7.311372074799751,1.0,0.0
algo9_mab5,192.32,7.349678753372679,-0.32,7.349678753372679,1.0,0.0
algo9_mab6,84.93,8.114402957305938,85.822,8.114402957305938,1.0,0.0
algo9_mab7,64.86,6.185711786288649,127.14,6.185711786288649,1.0,0.0
algo9_mab8,51.2,6.9775976300492335,153.60000000000005,6.9775976300492335,1.0,0.0
algo9_mab9,43.22,5.4746062078758815,170.028,5.4746062078758815,1.0,0.0
algo9_mab10,37.55,5.855800888042902,181.842,5.855800888042902,1.0,0.0
algo9_mab11,86.47,7.608415064780562,84.28200000000002,7.608415064780562,1.0,0.0
algo9_mab12,85.74,7.097616615185807,85.01200000000001,7.097616615185807,1.0,0.0
algo9_mab13,86.69,8.019792435410702,84.06200000000003,8.019792435410702,1.0,0.0
algo9_mab14,84.79,7.550897999977262,85.962,7.550897999977262,1.0,0.0
algo9_mab15,126.59,25.109897843220505,44.162000000000006,25.109897843220505,1.0,0.0
algo9_mab16,131.97,35.5668257075198,60.03,35.5668257075198,1.0,0.0
algo9_mab17,125.6,14.305469745746366,45.15200000000001,14.305469745746366,1.0,0.0
algo9_mab18,127.94,16.463501106595427,64.06,16.463501106595427,1.0,0.0
algo9_mab19,128.59,10.274116738069251,42.162000000000006,10.274116738069251,1.0,0.0
algo9_mab20,127.89,12.499612115193935,64.11,12.499612115193935,1.0,0.0
algo10_mab1,129.31,8.339627925716707,-1.31,8.339627925716707,0.5332421875,0.02367628128057674
algo10_mab2,108.66,7.981316566921409,19.34,7.981316566921409,0.5429296875,0.028132753341724874
algo10_mab3,151.55,7.402395189764901,19.202000000000012,7.402395189764901,0.549140625,0.0293694125152863
algo10_mab4,99.23,6.6193090670592305,28.77,6.6193090670592305,0.56390625,0.030665099173028395
algo10_mab5,164.52,7.277306639079592,27.48,7.277306639079592,0.57296875,0.03304727516503188
algo10_mab6,134.07,7.247786147535262,36.68200000000001,7.247786147535262,0.5809375,0.0317203399051696
algo10_mab7,138.25,7.022870287190777,53.75,7.022870287190777,0.323828125,0.028519111062338263
algo10_mab8,141.39,7.947930294082602,63.41000000000001,7.947930294082602,0.2377734375,0.025258433565940288
algo10_mab9,142.74,8.691828276483538,70.508,8.691828276483538,0.1874609375,0.019774331710137368
algo10_mab10,143.56,8.113238962624388,75.832,8.113238962624388,0.1573828125,0.019155113950259945
algo10_mab11,131.7,7.609802291064525,39.05200000000001,7.6098022910645255,0.304609375,0.026597871762152017
algo10_mab12,130.66,7.490357437763205,40.09200000000001,7.490357437763205,0.2141796875,0.020789304504924
algo10_mab13,130.16,7.714239751880607,40.59200000000001,7.714239751880607,0.169609375,0.017966691252284717
algo10_mab14,129.75,8.019389382029411,41.00200000000001,8.019389382029411,0.1425390625,0.014007316229970056
algo10_mab15,133.1,8.52032626112167,37.65200000000001,8.52032626112167,0.5456640625,0.03570953425607546
algo10_mab16,139.71,8.800017217614009,52.29,8.800017217614009,0.3041796875,0.023395736939124532
algo10_mab17,132.07,8.612012986332967,38.68200000000001,8.612012986332967,0.531640625,0.02487007055015774
algo10_mab18,135.49,7.5645304687152395,56.51,7.5645304687152395,0.2951171875,0.02346625314353429
algo10_mab19,130.09,8.36550758601755,40.662000000000006,8.36550758601755,0.532890625,0.02588839840152507
algo10_mab20,134.67,8.565912005434592,57.33,8.565912005434592,0.2928515625,0.01930866698451521
algo11_mab1,126.94,8.090173613150036,1.06,8.090173613150036,0.9998828125,0.001171875
algo11_mab2,86.3,8.063510527072065,41.7,8.063510527072065,1.0,0.0
algo11_mab3,171.04,7.099466475899737,-0.28799999999999043,7.099466475899737,1.0,0.0
algo11_mab4,63.78,6.908609765277591,64.22,6.908609765277591,1.0,0.0
algo11_mab5,191.91,7.232216084641656,0.09,7.232216084641656,1.0,0.0
algo11_mab6,85.5,6.358800471342329,85.25200000000002,6.358800471342329,1.0,0.0
algo11_mab7,64.64,5.702241274758159,127.36,5.702241274758159,1.0,0.0
algo11_mab8,51.56,6.437453540089287,153.24,6.437453540089287,1.0,0.0
algo11_mab9,42.04,6.111621649932135,171.208,6.111621649932135,1.0,0.0
algo11_mab10,37.18,5.646810130194273,182.21200000000002,5.646810130194273,1.0,0.0
algo11_mab11,84.89,7.638148540799213,85.86200000000002,7.638148540799213,1.0,0.0
algo11_mab12,86.09,7.316916886727136,84.662,7.316916886727136,1.0,0.0
algo11_mab13,85.53,7.38063942919842,85.22200000000002,7.38063942919842,1.0,0.0
algo11_mab14,83.9,7.901540573479544,86.852,7.901540573479544,1.0,0.0
algo11_mab15,129.47,28.035495178416056,41.28200000000001,28.035495178416056,1.0,0.0
algo11_mab16,136.75,35.57276650995417,55.25,35.57276650995417,1.0,0.0
algo11_mab17,125.4,13.285520332491705,45.35200000000001,13.285520332491705,1.0,0.0
algo11_mab18,127.95,15.143338702898614,64.05,15.143338702898614,1.0,0.0
algo11_mab19,127.57,10.876027758238747,43.18200000000001,10.876027758238747,1.0,0.0
algo11_mab20,126.31,12.069407858739636,65.69,12.069407858739636,1.0,0.0
algo12_mab1,128.04,7.898241717130606,-0.04,7.898241717130606,0.5323828125,0.02487499697627957
algo12_mab2,107.65,8.536759492117758,20.35,8.536759492117758,0.5468359375,0.030050646227323737
algo12_mab3,150.86,7.8044535330473295,19.892000000000014,7.8044535330473295,0.544609375,0.030130986892785424
algo12_mab4,100.19,8.259301459933559,27.81,8.259301459933559,0.5602734375,0.030034023732718424
algo12_mab5,164.04,7.9695379636171735,27.96,7.9695379636171735,0.566328125,0.033831304197483314
algo12_mab6,135.14,8.308472005772606,35.61200000000001,8.308472005772606,0.587578125,0.03526865448061644
algo12_mab7,138.43,8.031824327025713,53.57,8.031824327025713,0.3259765625,0.02603796730353036
algo12_mab8,140.65,8.429595530515138,64.15,8.429595530515138,0.2330078125,0.021584577509166373
algo12_mab9,142.3,8.249273001332,70.94800000000001,8.249273001332,0.1854296875,0.020844094935945426
algo12_mab10,143.19,9.777003527656005,76.202,9.777003527656005,0.1569921875,0.017650925984536468
algo12_mab11,131.68,8.64785837912801,39.07200000000001,8.64785837912801,0.3073046875,0.028495078300541814
algo12_mab12,131.17,8.696980783437132,39.58200000000001,8.696980783437132,0.2162890625,0.01889881202039004
algo12_mab13,129.14,8.319406544491335,41.61200000000001,8.319406544491335,0.168828125,0.016863955712955073
algo12_mab14,130.74,8.185500854707929,40.01200000000001,8.185500854707929,0.14171875,0.011500760810088112
algo12_mab15,133.7,8.660254037844387,37.05200000000001,8.660254037844387,0.545078125,0.03370093893055706
algo12_mab16,138.34,8.655260559540386,53.66,8.655260559540386,0.30625,0.02540655458928827
algo12_mab17,131.95,6.976692799904725,38.80200000000001,6.976692799904725,0.5381640625,0.03376232716999162
algo12_mab18,135.47,7.564477056037194,56.53,7.564477056037194,0.2926953125,0.01882199423950577
algo12_mab19,129.44,7.905144725513451,41.31200000000001,7.905144725513451,0.530625,0.025289321754907397
algo12_mab20,133.84,7.594149795145675,58.16,7.594149795145675,0.2905859375,0.01799853256186526
algo13_mab1,127.95,7.5053852719769205,0.05,7.5053852719769205,0.9996484375,0.003515625
algo13_mab2,85.21,7.058621778657744,42.79,7.058621778657744,1.0,0.0
algo13_mab3,170.65,7.343484709371136,0.10200000000000957,7.343484709371136,1.0,0.0
algo13_mab4,64.38,7.349541317371961,63.62,7.349541317371961,1.0,0.0
algo13_mab5,192.88,6.504512807942411,-0.88,6.504512807942411,1.0,0.0
algo13_mab6,84.58,7.343216480727523,86.17200000000003,7.343216480727523,1.0,0.0
algo13_mab7,64.34,6.7333333333333325,127.66,6.7333333333333325,1.0,0.0
algo13_mab8,52.64,6.694668465173303,152.16000000000003,6.694668465173303,1.0,0.0
algo13_mab9,42.58,5.655389848934761,170.66799999999995,5.655389848934761,1.0,0.0
algo13_mab10,36.39,5.522945707946919,183.002,5.522945707946919,1.0,0.0
algo13_mab11,84.1,7.730955747362469,86.65200000000002,7.730955747362469,1.0,0.0
algo13_mab12,86.39,7.78095966660497,84.36200000000002,7.78095966660497,1.0,0.0
algo13_mab13,86.43,7.66107173977768,84.322,7.66107173977768,1.0,0.0
algo13_mab14,83.76,8.58012738009092,86.992,8.58012738009092,1.0,0.0
algo13_mab15,124.23,24.55414754407413,46.52200000000001,24.55414754407413,1.0,0.0
algo13_mab16,131.03,31.664100374481702,60.97,31.664100374481702,1.0,0.0
algo13_mab17,125.3,15.247122596567113,45.45200000000001,15.247122596567113,1.0,0.0
algo13_mab18,127.56,16.65230896720914,64.44,16.65230896720914,1.0,0.0
algo13_mab19,128.97,11.883657397085846,41.78200000000001,11.883657397085846,1.0,0.0
algo13_mab20,128.62,13.064548374988869,63.38,13.064548374988869,1.0,0.0
algo14_mab1,128.7,8.148247627185823,-0.7,8.148247627185823,0.52765625,0.024653333504904368
algo14_mab2,108.57,8.104438240366768,19.43,8.104438240366768,0.5469921875,0.02702599348778387
algo14_mab3,150.31,7.635238613617044,20.44200000000001,7.635238613617044,0.547421875,0.030647502394396186
algo14_mab4,100.23,7.364746767506332,27.77,7.364746767506332,0.5573828125,0.029208990657657277
algo14_mab5,163.67,7.311337536022843,28.33,7.311337536022843,0.56625,0.030098948050869483
algo14_mab6,134.31,8.052473112797287,36.44200000000001,8.052473112797287,0.5794140625,0.03214496839866985
algo14_mab7,139.2,7.617099317995138,52.8,7.617099317995138,0.32265625,0.025113673856752488
algo14_mab8,143.08,7.94511475592697,61.72000000000001,7.94511475592697,0.2337890625,0.016742832812281762
algo14_mab9,146.69,7.762503761446086,66.55799999999999,7.762503761446086,0.1901171875,0.017104214173682783
algo14_mab10,147.15,9.120268248757428,72.24199999999998,9.120268248757428,0.16328125,0.018288256502887425
algo14_mab11,131.97,8.115896609603759,38.78200000000001,8.115896609603759,0.3026953125,0.02103576339286681
algo14_mab12,131.1,7.930888342360514,39.65200000000001,7.930888342360514,0.2122265625,0.017416750135162286
algo14_mab13,128.78,7.961498260092415,41.97200000000001,7.961498260092415,0.1709765625,0.01828703443570044
algo14_mab14,130.91,7.3540959521022895,39.84200000000001,7.3540959521022895,0.140625,0.01447811065475441
algo14_mab15,134.07,7.521356797866199,36.68200000000001,7.521356797866199,0.5501171875,0.029827011169551568
algo14_mab16,139.23,8.322847948857289,52.77,8.322847948857289,0.3117578125,0.029129731542972118
algo14_mab17,132.15,8.777122466268702,38.60200000000001,8.777122466268702,0.5331640625,0.02310298287084974
algo14_mab18,133.66,8.6774059336517,58.34,8.6774059336517,0.2952734375,0.02363458148014547
algo14_mab19,129.15,7.772490988197808,41.60200000000001,7.772490988197808,0.5340234375,0.02394684728580709
algo14_mab20,131.01,8.628698884793955,60.99,8.628698884793955,0.289375,0.018702261934952842
algo15_mab1,127.97,8.301703609999747,0.03,8.301703609999747,0.9993359375,0.00587723498583784
algo15_mab2,83.6,7.091038589856093,44.4,7.091038589856093,1.0,0.0
algo15_mab3,171.9,7.923242882669808,-1.1479999999999904,7.923242882669808,1.0,0.0
algo15_mab4,64.17,7.133722730804722,63.83,7.133722730804722,1.0,0.0
algo15_mab5,191.22,7.197895315277723,0.78,7.197895315277723,1.0,0.0
algo15_mab6,85.39,7.965702997377209,85.36200000000002,7.965702997377209,1.0,0.0
algo15_mab7,64.23,6.859123541501185,127.77,6.859123541501185,1.0,0.0
algo15_mab8,52.3,5.94503442743895,152.5,5.94503442743895,1.0,0.0
algo15_mab9,42.98,5.796167316042175,170.268,5.796167316042175,1.0,0.0
algo15_mab10,37.49,5.625510077883039,181.90200000000002,5.625510077883039,1.0,0.0
algo15_mab11,84.27,7.728806146129197,86.48200000000001,7.728806146129197,1.0,0.0
algo15_mab12,85.59,7.4142846021457895,85.162,7.4142846021457895,1.0,0.0
algo15_mab13,85.6,7.8521694872541845,85.15200000000002,7.8521694872541845,1.0,0.0
algo15_mab14,85.88,8.240427565645271,84.87200000000001,8.240427565645271,1.0,0.0
algo15_mab15,125.71,27.881529674135475,45.04200000000001,27.881529674135475,1.0,0.0
algo15_mab16,126.81,34.965984914057564,65.19,34.965984914057564,1.0,0.0
algo15_mab17,128.73,14.892106918930194,42.02200000000001,14.892106918930194,1.0,0.0
algo15_mab18,127.9,17.935631259781985,64.1,17.935631259781985,1.0,0.0
algo15_mab19,125.72,10.379739394560437,45.03200000000001,10.379739394560437,1.0,0.0
algo15_mab20,128.68,10.86452851245648,63.32,10.86452851245648,1.0,0.0
algo16_mab1,128.91,8.199648920791818,-0.91,8.199648920791818,0.5301171875,0.021860727385223933
